Address: 0x00000708, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000869, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000449, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000903, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000462, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000814, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000769, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000974, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000674, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000494, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000957, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000023, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000810, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000669, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000226, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000147, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000101, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000694, Set: 0x2, Miss, Tag: 0x000003
Address: 0x00000224, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000510, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000805, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000400, Set: 0x0, Miss, Tag: 0x000002
Address: 0x00000093, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000975, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000605, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000761, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000992, Set: 0x6, Hit, Tag: 0x000004
Address: 0x00000398, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000181, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000628, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000974, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000689, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000473, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000399, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000568, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000935, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000189, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000314, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000885, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000863, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000808, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000818, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000887, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000595, Set: 0x6, Hit, Tag: 0x000002
Address: 0x00000463, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000089, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000742, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000564, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000783, Set: 0x6, Miss, Tag: 0x000003
Address: 0x00000967, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000051, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000565, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000343, Set: 0x5, Miss, Tag: 0x000001
Address: 0x00000144, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000516, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000948, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000905, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000484, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000322, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000062, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000088, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000272, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00000751, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000561, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000671, Set: 0x1, Hit, Tag: 0x000003
