Address: 0x00000196, Set: 0x6, Miss, Tag: 0x000000
Address: 0x00000109, Set: 0x4, Miss, Tag: 0x000000
Address: 0x00000061, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000967, Set: 0x5, Miss, Tag: 0x000004
Address: 0x00000074, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000839, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000234, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000666, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000655, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000414, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000520, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000359, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000625, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000152, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000609, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000399, Set: 0x6, Miss, Tag: 0x000001
Address: 0x00000310, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000236, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000071, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000281, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000549, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000426, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000355, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000722, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000119, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000774, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000233, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000022, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000660, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000716, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000574, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000550, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000825, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000635, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000493, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000900, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000451, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000727, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000542, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000082, Set: 0x2, Miss, Tag: 0x000000
Address: 0x00000117, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000038, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000442, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000742, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000190, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000027, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000118, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000500, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000263, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00000189, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000781, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000812, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000615, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000113, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000510, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000735, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000887, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000743, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000757, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000524, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000436, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000307, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000050, Set: 0x1, Miss, Tag: 0x000000
Address: 0x00000237, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000943, Set: 0x5, Hit, Tag: 0x000004
