Address: 0x00001804, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00000734, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00000974, Set: 0xb, Hit, Tag: 0x000004
Address: 0x00000787, Set: 0xc, Miss, Tag: 0x000003
Address: 0x00001459, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00000757, Set: 0xa, Miss, Tag: 0x000003
Address: 0x00001099, Set: 0x4, Miss, Tag: 0x000008
Address: 0x00001964, Set: 0xb, Miss, Tag: 0x00000c
Address: 0x00000275, Set: 0x3, Miss, Tag: 0x000001
Address: 0x00001126, Set: 0x9, Miss, Tag: 0x000008
Address: 0x00000234, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00001609, Set: 0x0, Miss, Tag: 0x00000b
Address: 0x00001792, Set: 0xc, Miss, Tag: 0x00000b
Address: 0x00000649, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000794, Set: 0xc, Hit, Tag: 0x000003
Address: 0x00001425, Set: 0x1, Miss, Tag: 0x00000a
Address: 0x00001470, Set: 0x3, Hit, Tag: 0x00000a
Address: 0x00001020, Set: 0x1, Hit, Tag: 0x000008
Address: 0x00001777, Set: 0xb, Hit, Tag: 0x00000b
Address: 0x00001909, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00000730, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00001009, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00001986, Set: 0xc, Miss, Tag: 0x00000c
Address: 0x00000798, Set: 0xc, Hit, Tag: 0x000003
Address: 0x00002031, Set: 0x1, Miss, Tag: 0x000010
Address: 0x00000020, Set: 0x1, Miss, Tag: 0x000000
Address: 0x00001684, Set: 0x4, Miss, Tag: 0x00000b
Address: 0x00001979, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00000178, Set: 0xb, Miss, Tag: 0x000000
Address: 0x00000720, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00000577, Set: 0xb, Miss, Tag: 0x000002
Address: 0x00000936, Set: 0x9, Hit, Tag: 0x000004
Address: 0x00001454, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00001551, Set: 0xa, Miss, Tag: 0x00000a
Address: 0x00001723, Set: 0x9, Miss, Tag: 0x00000b
Address: 0x00000866, Set: 0x3, Miss, Tag: 0x000004
Address: 0x00000260, Set: 0x3, Miss, Tag: 0x000001
Address: 0x00000774, Set: 0xb, Miss, Tag: 0x000003
Address: 0x00000782, Set: 0xc, Hit, Tag: 0x000003
Address: 0x00000535, Set: 0x9, Miss, Tag: 0x000002
Address: 0x00001901, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00001017, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000096, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00001645, Set: 0x2, Miss, Tag: 0x00000b
Address: 0x00001666, Set: 0x3, Hit, Tag: 0x00000b
Address: 0x00000890, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00001022, Set: 0x1, Hit, Tag: 0x000008
Address: 0x00001088, Set: 0x4, Miss, Tag: 0x000008
Address: 0x00001910, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00000751, Set: 0xa, Hit, Tag: 0x000003
Address: 0x00000949, Set: 0xa, Miss, Tag: 0x000004
Address: 0x00000592, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001760, Set: 0xb, Hit, Tag: 0x00000b
Address: 0x00000887, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00001390, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00001743, Set: 0xa, Hit, Tag: 0x00000b
Address: 0x00000907, Set: 0x8, Miss, Tag: 0x000004
Address: 0x00001026, Set: 0x1, Hit, Tag: 0x000008
Address: 0x00001674, Set: 0x3, Hit, Tag: 0x00000b
Address: 0x00001085, Set: 0x4, Hit, Tag: 0x000008
Address: 0x00001746, Set: 0xa, Hit, Tag: 0x00000b
Address: 0x00000203, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00002022, Set: 0x1, Miss, Tag: 0x000010
Address: 0x00001153, Set: 0xa, Miss, Tag: 0x000008
Address: 0x00001754, Set: 0xa, Miss, Tag: 0x00000b
Address: 0x00001697, Set: 0x4, Miss, Tag: 0x00000b
Address: 0x00002019, Set: 0x0, Miss, Tag: 0x000010
Address: 0x00002014, Set: 0x0, Miss, Tag: 0x000010
Address: 0x00000424, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000753, Set: 0xa, Hit, Tag: 0x000003
Address: 0x00000501, Set: 0x8, Hit, Tag: 0x000002
Address: 0x00000277, Set: 0x3, Miss, Tag: 0x000001
Address: 0x00001770, Set: 0xb, Hit, Tag: 0x00000b
Address: 0x00000597, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001922, Set: 0x9, Miss, Tag: 0x00000c
Address: 0x00001388, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00001487, Set: 0x4, Miss, Tag: 0x00000a
Address: 0x00000896, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000428, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00001350, Set: 0xa, Miss, Tag: 0x000009
Address: 0x00001647, Set: 0x2, Hit, Tag: 0x00000b
Address: 0x00001377, Set: 0xb, Miss, Tag: 0x000009
Address: 0x00001942, Set: 0xa, Miss, Tag: 0x00000c
Address: 0x00001359, Set: 0xa, Hit, Tag: 0x000009
Address: 0x00000216, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00001285, Set: 0x4, Miss, Tag: 0x000009
Address: 0x00001055, Set: 0x2, Hit, Tag: 0x000008
Address: 0x00001123, Set: 0x9, Hit, Tag: 0x000008
Address: 0x00000263, Set: 0x3, Hit, Tag: 0x000001
Address: 0x00000681, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000161, Set: 0xb, Miss, Tag: 0x000000
Address: 0x00002010, Set: 0x0, Hit, Tag: 0x000010
Address: 0x00000885, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000135, Set: 0x9, Miss, Tag: 0x000000
Address: 0x00001115, Set: 0x8, Miss, Tag: 0x000008
Address: 0x00000591, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001832, Set: 0x1, Miss, Tag: 0x00000c
Address: 0x00001086, Set: 0x4, Hit, Tag: 0x000008
Address: 0x00000558, Set: 0xa, Miss, Tag: 0x000002
Address: 0x00000208, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00001839, Set: 0x1, Miss, Tag: 0x00000c
Address: 0x00001059, Set: 0x2, Hit, Tag: 0x000008
Address: 0x00000485, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00001562, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00001657, Set: 0x2, Hit, Tag: 0x00000b
Address: 0x00000359, Set: 0xa, Miss, Tag: 0x000001
Address: 0x00000902, Set: 0x8, Miss, Tag: 0x000004
Address: 0x00001096, Set: 0x4, Hit, Tag: 0x000008
Address: 0x00001255, Set: 0x2, Miss, Tag: 0x000009
Address: 0x00001331, Set: 0x9, Miss, Tag: 0x000009
Address: 0x00000398, Set: 0xc, Miss, Tag: 0x000001
Address: 0x00000854, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000660, Set: 0x3, Hit, Tag: 0x000003
Address: 0x00000293, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000166, Set: 0xb, Miss, Tag: 0x000000
Address: 0x00000877, Set: 0x3, Hit, Tag: 0x000004
Address: 0x00001578, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00001221, Set: 0x1, Miss, Tag: 0x000009
Address: 0x00002000, Set: 0x0, Hit, Tag: 0x000010
Address: 0x00001841, Set: 0x2, Miss, Tag: 0x00000c
Address: 0x00001902, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00000113, Set: 0x8, Miss, Tag: 0x000000
Address: 0x00001803, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00000739, Set: 0x9, Miss, Tag: 0x000003
Address: 0x00000248, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00000870, Set: 0x3, Hit, Tag: 0x000004
Address: 0x00001331, Set: 0x9, Hit, Tag: 0x000009
Address: 0x00000033, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00001956, Set: 0xa, Miss, Tag: 0x00000c
Address: 0x00001889, Set: 0x4, Miss, Tag: 0x00000c
Address: 0x00000241, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00001748, Set: 0xa, Miss, Tag: 0x00000b
Address: 0x00000900, Set: 0x8, Miss, Tag: 0x000004
Address: 0x00000727, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00001262, Set: 0x3, Miss, Tag: 0x000009
Address: 0x00000509, Set: 0x8, Hit, Tag: 0x000002
Address: 0x00001086, Set: 0x4, Miss, Tag: 0x000008
Address: 0x00000116, Set: 0x8, Hit, Tag: 0x000000
Address: 0x00001606, Set: 0x0, Hit, Tag: 0x00000b
Address: 0x00000294, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00001447, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00002004, Set: 0x0, Hit, Tag: 0x000010
Address: 0x00001148, Set: 0xa, Hit, Tag: 0x000008
Address: 0x00000060, Set: 0x3, Miss, Tag: 0x000000
Address: 0x00000249, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00001314, Set: 0x8, Miss, Tag: 0x000009
Address: 0x00000937, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001827, Set: 0x1, Miss, Tag: 0x00000c
Address: 0x00000487, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000889, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00001621, Set: 0x1, Miss, Tag: 0x00000b
Address: 0x00000342, Set: 0xa, Hit, Tag: 0x000001
Address: 0x00001003, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00001376, Set: 0xb, Hit, Tag: 0x000009
Address: 0x00001081, Set: 0x4, Miss, Tag: 0x000008
Address: 0x00001251, Set: 0x2, Miss, Tag: 0x000009
Address: 0x00000199, Set: 0xc, Hit, Tag: 0x000000
Address: 0x00000364, Set: 0xb, Miss, Tag: 0x000001
Address: 0x00001284, Set: 0x4, Miss, Tag: 0x000009
Address: 0x00000107, Set: 0x8, Hit, Tag: 0x000000
Address: 0x00000205, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00001526, Set: 0x9, Miss, Tag: 0x00000a
Address: 0x00001855, Set: 0x2, Hit, Tag: 0x00000c
Address: 0x00001106, Set: 0x8, Miss, Tag: 0x000008
Address: 0x00000205, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00001069, Set: 0x3, Miss, Tag: 0x000008
Address: 0x00001615, Set: 0x0, Hit, Tag: 0x00000b
Address: 0x00001291, Set: 0x4, Miss, Tag: 0x000009
Address: 0x00001186, Set: 0xc, Miss, Tag: 0x000008
Address: 0x00001173, Set: 0xb, Miss, Tag: 0x000008
Address: 0x00001585, Set: 0xc, Miss, Tag: 0x00000a
Address: 0x00000585, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001130, Set: 0x9, Miss, Tag: 0x000008
Address: 0x00000686, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000645, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00001379, Set: 0xb, Hit, Tag: 0x000009
Address: 0x00002000, Set: 0x0, Hit, Tag: 0x000010
Address: 0x00001582, Set: 0xc, Miss, Tag: 0x00000a
Address: 0x00001159, Set: 0xa, Hit, Tag: 0x000008
Address: 0x00000440, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00000424, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000732, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00000782, Set: 0xc, Hit, Tag: 0x000003
Address: 0x00001427, Set: 0x1, Hit, Tag: 0x00000a
Address: 0x00000060, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00001863, Set: 0x3, Miss, Tag: 0x00000c
Address: 0x00000630, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000259, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00000180, Set: 0xc, Miss, Tag: 0x000000
Address: 0x00001915, Set: 0x8, Miss, Tag: 0x00000c
Address: 0x00000367, Set: 0xb, Hit, Tag: 0x000001
Address: 0x00000385, Set: 0xc, Miss, Tag: 0x000001
Address: 0x00001393, Set: 0xc, Hit, Tag: 0x000009
Address: 0x00000174, Set: 0xb, Miss, Tag: 0x000000
Address: 0x00001491, Set: 0x4, Miss, Tag: 0x00000a
Address: 0x00001598, Set: 0xc, Hit, Tag: 0x00000a
Address: 0x00001244, Set: 0x2, Hit, Tag: 0x000009
Address: 0x00001059, Set: 0x2, Miss, Tag: 0x000008
Address: 0x00000841, Set: 0x2, Miss, Tag: 0x000004
Address: 0x00000382, Set: 0xc, Hit, Tag: 0x000001
Address: 0x00000184, Set: 0xc, Miss, Tag: 0x000000
Address: 0x00000379, Set: 0xb, Hit, Tag: 0x000001
Address: 0x00000967, Set: 0xb, Miss, Tag: 0x000004
Address: 0x00001314, Set: 0x8, Hit, Tag: 0x000009
Address: 0x00001065, Set: 0x3, Hit, Tag: 0x000008
Address: 0x00001613, Set: 0x0, Hit, Tag: 0x00000b
Address: 0x00000646, Set: 0x2, Miss, Tag: 0x000003
Address: 0x00001017, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00001147, Set: 0xa, Hit, Tag: 0x000008
Address: 0x00001805, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00001457, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00001571, Set: 0xb, Miss, Tag: 0x00000a
Address: 0x00000489, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000191, Set: 0xc, Miss, Tag: 0x000000
Address: 0x00000950, Set: 0xa, Miss, Tag: 0x000004
Address: 0x00000549, Set: 0xa, Miss, Tag: 0x000002
Address: 0x00000007, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00001581, Set: 0xc, Hit, Tag: 0x00000a
Address: 0x00000809, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000187, Set: 0xc, Hit, Tag: 0x000000
Address: 0x00001448, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00001176, Set: 0xb, Hit, Tag: 0x000008
Address: 0x00000572, Set: 0xb, Miss, Tag: 0x000002
Address: 0x00000793, Set: 0xc, Miss, Tag: 0x000003
Address: 0x00001350, Set: 0xa, Hit, Tag: 0x000009
Address: 0x00000016, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000343, Set: 0xa, Hit, Tag: 0x000001
Address: 0x00000546, Set: 0xa, Hit, Tag: 0x000002
Address: 0x00001075, Set: 0x3, Hit, Tag: 0x000008
Address: 0x00001184, Set: 0xc, Miss, Tag: 0x000008
Address: 0x00000928, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001259, Set: 0x2, Hit, Tag: 0x000009
Address: 0x00001563, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00001896, Set: 0x4, Hit, Tag: 0x00000c
Address: 0x00000526, Set: 0x9, Miss, Tag: 0x000002
Address: 0x00000580, Set: 0xc, Miss, Tag: 0x000002
Address: 0x00001461, Set: 0x3, Miss, Tag: 0x00000a
Address: 0x00001172, Set: 0xb, Hit, Tag: 0x000008
Address: 0x00001598, Set: 0xc, Miss, Tag: 0x00000a
Address: 0x00000560, Set: 0xb, Miss, Tag: 0x000002
Address: 0x00000929, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001007, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00000084, Set: 0x4, Miss, Tag: 0x000000
Address: 0x00001418, Set: 0x0, Miss, Tag: 0x00000a
Address: 0x00001199, Set: 0xc, Hit, Tag: 0x000008
Address: 0x00001034, Set: 0x1, Miss, Tag: 0x000008
Address: 0x00001967, Set: 0xb, Miss, Tag: 0x00000c
Address: 0x00001206, Set: 0x0, Miss, Tag: 0x000009
Address: 0x00000567, Set: 0xb, Hit, Tag: 0x000002
Address: 0x00000728, Set: 0x9, Hit, Tag: 0x000003
Address: 0x00001393, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00002015, Set: 0x0, Miss, Tag: 0x000010
Address: 0x00001904, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00001965, Set: 0xb, Miss, Tag: 0x00000c
Address: 0x00000760, Set: 0xb, Miss, Tag: 0x000003
Address: 0x00001207, Set: 0x0, Hit, Tag: 0x000009
Address: 0x00001981, Set: 0xc, Miss, Tag: 0x00000c
Address: 0x00001103, Set: 0x8, Hit, Tag: 0x000008
Address: 0x00001753, Set: 0xa, Hit, Tag: 0x00000b
Address: 0x00001008, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000240, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000634, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000220, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00001803, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00000482, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000746, Set: 0xa, Miss, Tag: 0x000003
Address: 0x00000336, Set: 0x9, Miss, Tag: 0x000001
Address: 0x00001943, Set: 0xa, Miss, Tag: 0x00000c
Address: 0x00001918, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00001934, Set: 0x9, Miss, Tag: 0x00000c
Address: 0x00000455, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000799, Set: 0xc, Hit, Tag: 0x000003
Address: 0x00000893, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000539, Set: 0x9, Miss, Tag: 0x000002
Address: 0x00000169, Set: 0xb, Hit, Tag: 0x000000
Address: 0x00000044, Set: 0x2, Miss, Tag: 0x000000
Address: 0x00001574, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00000088, Set: 0x4, Miss, Tag: 0x000000
Address: 0x00001250, Set: 0x2, Miss, Tag: 0x000009
Address: 0x00000093, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000817, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000595, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00000061, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00000673, Set: 0x3, Miss, Tag: 0x000003
Address: 0x00000513, Set: 0x8, Miss, Tag: 0x000002
Address: 0x00000821, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00001880, Set: 0x4, Miss, Tag: 0x00000c
Address: 0x00000446, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00001925, Set: 0x9, Hit, Tag: 0x00000c
Address: 0x00001586, Set: 0xc, Miss, Tag: 0x00000a
Address: 0x00001455, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00000117, Set: 0x8, Hit, Tag: 0x000000
Address: 0x00000172, Set: 0xb, Hit, Tag: 0x000000
Address: 0x00001675, Set: 0x3, Miss, Tag: 0x00000b
Address: 0x00001920, Set: 0x9, Hit, Tag: 0x00000c
Address: 0x00000654, Set: 0x2, Miss, Tag: 0x000003
Address: 0x00000373, Set: 0xb, Miss, Tag: 0x000001
Address: 0x00000208, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000549, Set: 0xa, Hit, Tag: 0x000002
Address: 0x00000243, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000094, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00001004, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00001042, Set: 0x2, Hit, Tag: 0x000008
Address: 0x00000988, Set: 0xc, Miss, Tag: 0x000004
Address: 0x00001544, Set: 0xa, Miss, Tag: 0x00000a
Address: 0x00001211, Set: 0x0, Miss, Tag: 0x000009
Address: 0x00001032, Set: 0x1, Hit, Tag: 0x000008
Address: 0x00001070, Set: 0x3, Hit, Tag: 0x000008
Address: 0x00001299, Set: 0x4, Hit, Tag: 0x000009
Address: 0x00000235, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00001163, Set: 0xb, Miss, Tag: 0x000008
Address: 0x00000068, Set: 0x3, Miss, Tag: 0x000000
Address: 0x00000830, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00001224, Set: 0x1, Miss, Tag: 0x000009
Address: 0x00000742, Set: 0xa, Hit, Tag: 0x000003
Address: 0x00001343, Set: 0xa, Miss, Tag: 0x000009
Address: 0x00002046, Set: 0x2, Miss, Tag: 0x000010
Address: 0x00000574, Set: 0xb, Hit, Tag: 0x000002
Address: 0x00001790, Set: 0xc, Miss, Tag: 0x00000b
Address: 0x00001923, Set: 0x9, Hit, Tag: 0x00000c
Address: 0x00000112, Set: 0x8, Hit, Tag: 0x000000
Address: 0x00001197, Set: 0xc, Hit, Tag: 0x000008
Address: 0x00002040, Set: 0x2, Miss, Tag: 0x000010
Address: 0x00000284, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000824, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00001912, Set: 0x8, Hit, Tag: 0x00000c
Address: 0x00000938, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001197, Set: 0xc, Hit, Tag: 0x000008
Address: 0x00000073, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00001487, Set: 0x4, Miss, Tag: 0x00000a
Address: 0x00001440, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00000167, Set: 0xb, Hit, Tag: 0x000000
Address: 0x00000444, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00000434, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00001155, Set: 0xa, Miss, Tag: 0x000008
Address: 0x00001988, Set: 0xc, Miss, Tag: 0x00000c
Address: 0x00001645, Set: 0x2, Miss, Tag: 0x00000b
Address: 0x00000140, Set: 0xa, Miss, Tag: 0x000000
Address: 0x00001010, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000896, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000375, Set: 0xb, Miss, Tag: 0x000001
Address: 0x00000125, Set: 0x9, Miss, Tag: 0x000000
Address: 0x00000965, Set: 0xb, Miss, Tag: 0x000004
Address: 0x00001205, Set: 0x0, Hit, Tag: 0x000009
Address: 0x00001350, Set: 0xa, Hit, Tag: 0x000009
Address: 0x00001707, Set: 0x8, Miss, Tag: 0x00000b
Address: 0x00000501, Set: 0x8, Miss, Tag: 0x000002
Address: 0x00001348, Set: 0xa, Hit, Tag: 0x000009
Address: 0x00000233, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000243, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00001223, Set: 0x1, Hit, Tag: 0x000009
Address: 0x00000346, Set: 0xa, Miss, Tag: 0x000001
Address: 0x00001440, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00001215, Set: 0x0, Hit, Tag: 0x000009
Address: 0x00000630, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000216, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00001079, Set: 0x3, Miss, Tag: 0x000008
Address: 0x00001569, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00001413, Set: 0x0, Miss, Tag: 0x00000a
Address: 0x00001152, Set: 0xa, Miss, Tag: 0x000008
Address: 0x00001008, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000805, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00001320, Set: 0x9, Miss, Tag: 0x000009
Address: 0x00001452, Set: 0x2, Miss, Tag: 0x00000a
Address: 0x00001239, Set: 0x1, Hit, Tag: 0x000009
Address: 0x00000427, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00001392, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00000836, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000567, Set: 0xb, Hit, Tag: 0x000002
Address: 0x00000354, Set: 0xa, Hit, Tag: 0x000001
Address: 0x00001732, Set: 0x9, Miss, Tag: 0x00000b
Address: 0x00000942, Set: 0xa, Miss, Tag: 0x000004
Address: 0x00000480, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000649, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000100, Set: 0x8, Miss, Tag: 0x000000
Address: 0x00001830, Set: 0x1, Miss, Tag: 0x00000c
Address: 0x00000308, Set: 0x8, Miss, Tag: 0x000001
Address: 0x00000601, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00001130, Set: 0x9, Miss, Tag: 0x000008
Address: 0x00000542, Set: 0xa, Miss, Tag: 0x000002
Address: 0x00000844, Set: 0x2, Miss, Tag: 0x000004
Address: 0x00000305, Set: 0x8, Miss, Tag: 0x000001
Address: 0x00000888, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000236, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00001520, Set: 0x9, Hit, Tag: 0x00000a
Address: 0x00001518, Set: 0x8, Miss, Tag: 0x00000a
Address: 0x00000452, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00000551, Set: 0xa, Hit, Tag: 0x000002
Address: 0x00001039, Set: 0x1, Miss, Tag: 0x000008
Address: 0x00001865, Set: 0x3, Hit, Tag: 0x00000c
Address: 0x00001704, Set: 0x8, Hit, Tag: 0x00000b
Address: 0x00000000, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000622, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000976, Set: 0xb, Miss, Tag: 0x000004
Address: 0x00001452, Set: 0x2, Hit, Tag: 0x00000a
Address: 0x00001861, Set: 0x3, Hit, Tag: 0x00000c
Address: 0x00001403, Set: 0x0, Miss, Tag: 0x00000a
Address: 0x00000797, Set: 0xc, Miss, Tag: 0x000003
Address: 0x00000649, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00001971, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00001151, Set: 0xa, Hit, Tag: 0x000008
Address: 0x00000333, Set: 0x9, Miss, Tag: 0x000001
Address: 0x00000865, Set: 0x3, Miss, Tag: 0x000004
Address: 0x00001631, Set: 0x1, Miss, Tag: 0x00000b
Address: 0x00000983, Set: 0xc, Hit, Tag: 0x000004
Address: 0x00000965, Set: 0xb, Hit, Tag: 0x000004
Address: 0x00001413, Set: 0x0, Miss, Tag: 0x00000a
Address: 0x00001291, Set: 0x4, Miss, Tag: 0x000009
Address: 0x00001566, Set: 0xb, Hit, Tag: 0x00000a
Address: 0x00000495, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00001833, Set: 0x1, Hit, Tag: 0x00000c
Address: 0x00000362, Set: 0xb, Miss, Tag: 0x000001
Address: 0x00000800, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000673, Set: 0x3, Hit, Tag: 0x000003
Address: 0x00000598, Set: 0xc, Miss, Tag: 0x000002
Address: 0x00000272, Set: 0x3, Miss, Tag: 0x000001
Address: 0x00000144, Set: 0xa, Miss, Tag: 0x000000
Address: 0x00001050, Set: 0x2, Hit, Tag: 0x000008
Address: 0x00000824, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00001183, Set: 0xc, Miss, Tag: 0x000008
Address: 0x00000867, Set: 0x3, Miss, Tag: 0x000004
Address: 0x00000480, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00001183, Set: 0xc, Hit, Tag: 0x000008
Address: 0x00001489, Set: 0x4, Hit, Tag: 0x00000a
Address: 0x00001456, Set: 0x2, Hit, Tag: 0x00000a
Address: 0x00000588, Set: 0xc, Miss, Tag: 0x000002
Address: 0x00001302, Set: 0x8, Miss, Tag: 0x000009
Address: 0x00000811, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00001385, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00001951, Set: 0xa, Miss, Tag: 0x00000c
Address: 0x00000734, Set: 0x9, Miss, Tag: 0x000003
Address: 0x00000488, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000237, Set: 0x1, Miss, Tag: 0x000001
